	city	Temperature (F)	Latitude	Longitude	Country	Humidity	Cloudiness	Wind_Speed	Max_Temp
89	Maragogi	73.73	-9.01	-35.22	BR	100	92	6.33	73.73
90	Barra do Bugres	72.38	-15.07	-57.19	BR	86	0	3.47	72.38
91	Newcastle	34.49	-27.76	29.92	ZA	72	0	5.82	34.49
92	Maues	76.88	-3.38	-57.72	BR	93	24	2.98	76.88
93	Kalemie	76.16	-5.95	29.2	CD	98	0	3.8	76.16
94	Morro da Fumaca	67.97	-28.65	-49.21	BR	87	0	12.59	67.97
95	Santa Maria da Vitoria	67.52	-13.39	-44.19	BR	56	0	7.0	67.52
96	Port-Gentil	78.8	-0.72	8.78	GA	88	40	6.93	78.8
97	Ghanzi	61.4	-21.7	21.65	BW	55	8	9.01	61.4
98	Graaff-Reinet	37.91	-32.25	24.53	ZA	65	32	2.8	37.91
99	Lima	58.52	-12.06	-77.04	PE	75	12	2.53	58.52
100	Kruisfontein	56.0	-34.0	24.73	ZA	91	24	9.28	56.0
101	Matadi	73.01	-5.83	13.46	CD	92	0	5.37	73.01
102	Manggar	81.38	-2.88	108.27	ID	94	48	4.76	81.38
103	Camargo	98.66	27.69	-105.17	MX	7	0	5.03	98.66
104	Norsup	80.66	-16.07	167.38	VU	81	36	8.39	80.66
105	Tonantins	78.23	-2.86	-67.77	BR	88	24	4.47	78.23
106	Mwingi	61.49	-0.93	38.07	KE	86	12	6.55	61.49
107	Malinyi	63.38	-8.94	36.14	TZ	84	32	2.08	63.38
108	Sao Joao do Paraiso	59.96	-15.31	-42.01	BR	82	20	6.04	59.96
109	Puerto Montt	42.8	-41.47	-72.94	CL	87	40	6.93	42.8
110	Uba	68.78	10.45	13.22	NG	89	12	2.3	68.78
111	Inverell	44.75	-29.78	151.11	AU	76	0	8.01	44.75
112	Port Macquarie	55.4	-31.43	152.91	AU	47	0	9.17	55.4
113	Kieta	82.64	-6.22	155.63	PG	97	36	3.87	82.64
114	Caravelas	77.51	-17.73	-39.27	BR	98	80	11.07	77.51
115	Taltal	50.33	-25.41	-70.49	CL	97	0	2.24	50.33
116	Mulchen	42.8	-37.72	-72.23	CL	81	75	5.26	42.8
117	Kabompo	54.38	-13.6	24.21	ZM	67	0	7.11	54.38
118	Quthing	42.86	-30.4	27.7	LS	52	12	5.03	42.86
119	Amahai	76.34	-3.31	129.0	ID	100	92	8.84	76.34
120	Geraldton	77.0	49.72	-86.95	CA	57	75	5.82	77.0
121	Sao Joao da Barra	68.0	-21.64	-41.05	BR	94	0	2.24	68.0
122	Coolum Beach	59.87	-26.53	153.09	AU	96	0	7.27	59.87
123	Goias	70.31	-15.93	-50.14	BR	63	56	3.58	70.31
124	Yauya	44.93	-8.99	-77.29	PE	96	92	2.3	44.93
125	Kendari	76.34	-3.99	122.52	ID	99	92	2.08	76.34
126	Riberalta	87.8	-11.0	-66.08	BO	66	75	2.01	87.8
127	Sao Joaquim	47.0	-28.29	-49.93	BR	90	0	3.76	47.0
128	Moramanga	57.62	-18.95	48.23	MG	100	80	1.97	57.62
129	Muleba	68.87	-1.84	31.66	TZ	97	8	3.87	68.87
130	Lambarene	74.09	-0.7	10.22	GA	98	56	2.19	74.09
131	Wairoa	51.77	-39.04	177.43	NZ	100	64	12.3	51.77
132	Mufumbwe	54.11	-13.68	24.8	ZM	66	0	7.38	54.11
133	Kisarawe	75.2	-6.9	39.07	TZ	88	75	4.81	75.2
134	Itacoatiara	78.5	-3.14	-58.44	BR	88	24	4.47	78.5
135	Santa	81.2	17.49	120.43	PH	84	0	3.87	81.2
136	Borba	59.0	38.81	-7.46	PT	82	0	3.36	59.0
137	Pontes e Lacerda	72.11	-15.23	-59.33	BR	84	0	3.47	72.11
138	Chitungwiza	53.6	-18.01	31.07	ZW	66	0	5.82	53.6
139	Cachoeira do Sul	64.19	-30.05	-52.89	BR	86	48	1.57	64.19
140	Sao Raimundo das Mangabeiras	85.88	-7.02	-45.48	BR	39	44	11.74	85.88
141	Chingola	52.85	-12.55	27.86	ZM	78	0	4.25	52.85
142	Labuhan	76.52	-2.54	115.51	ID	88	36	2.24	76.52
143	Trelew	40.88	-43.25	-65.31	AR	59	48	9.57	40.88
144	Gombong	68.6	-7.19	109.31	ID	92	0	2.46	68.6
145	Mtwango	52.94	-9.02	34.8	TZ	84	0	6.38	52.94
146	Songea	52.31	-10.68	35.65	TZ	86	0	2.19	52.31
147	Laela	48.26	-8.57	32.05	TZ	66	0	2.53	48.26
148	Hwange	55.37	-18.35	26.5	ZW	83	0	3.02	55.37
149	Conchas	60.41	-23.02	-48.01	BR	69	8	2.98	60.41
150	Kirakira	79.13	-10.46	161.92	SB	100	92	15.61	79.13
151	Nosy Varika	68.33	-20.58	48.53	MG	100	76	1.57	68.33
152	Lubango	55.91	-14.92	13.49	AO	91	0	2.75	55.91
153	Byron Bay	62.6	-28.65	153.62	AU	42	0	8.05	62.6
154	Nsunga	57.26	-1.13	31.39	TZ	88	0	1.86	57.26
155	Itapora	73.1	-22.08	-54.79	BR	57	0	10.74	73.1
156	Cidreira	65.81	-30.17	-50.22	BR	77	20	7.05	65.81
157	Floriano	80.48	-6.77	-43.02	BR	53	64	6.55	80.48
158	Vinhedo	66.58	-23.03	-46.98	BR	37	0	5.82	69.8
159	Sicuani	33.05	-14.27	-71.23	PE	39	0	5.48	33.05
160	Cerrito	73.4	6.84	-72.7	CO	88	40	6.93	73.4
161	Mahalapye	61.76	-23.11	26.83	BW	54	80	4.36	61.76
162	Supe	61.76	-10.8	-77.72	PE	100	56	14.43	61.76
163	Gilbues	76.16	-9.83	-45.34	BR	43	0	6.55	76.16
164	Teluknaga	77.0	-6.1	106.64	ID	100	20	3.36	77.0
165	Sukabumi	71.03	-6.92	106.93	ID	93	8	3.24	71.03
166	Vila Velha	80.6	-3.71	-38.6	BR	78	0	4.7	80.6
167	Gondanglegi	70.58	-7.75	112.01	ID	78	8	2.57	70.58
168	Mairana	58.79	-18.12	-63.96	BO	88	48	2.86	58.79
169	Ambalavao	46.73	-21.83	46.94	MG	96	36	2.46	46.73
170	Santa Vitoria do Palmar	63.29	-33.52	-53.37	BR	100	100	1.79	63.29
171	Guaraniacu	69.8	-25.1	-52.88	BR	60	0	13.87	69.8
172	Whitianga	54.74	-36.83	175.7	NZ	100	0	5.55	54.74
173	Saquena	80.12	-4.67	-73.52	PE	85	12	2.8	80.12
174	Goianesia	66.26	-15.32	-49.12	BR	62	12	7.38	66.26
175	Wewak	79.94	-3.55	143.63	PG	92	32	2.68	79.94
176	Porangatu	68.51	-13.44	-49.14	BR	68	0	5.82	68.51
177	Gravatai	64.42	-29.94	-50.99	BR	93	0	1.12	66.2
178	Viedma	39.62	-40.81	-62.99	AR	88	0	7.0	39.62
179	Pedra Azul	63.2	-16.01	-41.28	BR	74	20	6.82	63.2
180	Ende	79.76	-8.84	121.65	ID	100	0	4.81	79.76
181	Bethlehem	71.26	40.62	-75.38	US	73	75	11.41	75.2
182	Kalabo	57.08	-15.0	22.67	ZM	72	0	3.58	57.08
183	Ondjiva	56.81	-17.07	15.73	AO	70	0	2.86	56.81
184	Singaparna	66.89	-7.35	108.11	ID	96	64	1.23	66.89
185	Middelburg	41.06	-25.77	29.46	ZA	73	12	2.8	41.06
186	Victoria Point	59.65	-27.58	153.3	AU	38	0	12.75	62.6
187	Caconda	51.5	-13.73	15.06	AO	75	0	2.57	51.5
188	Macau	80.3	-5.11	-36.64	BR	57	12	10.8	80.3
189	Linares	30.35	-35.85	-71.6	CL	82	8	2.01	30.35
190	Rockhampton	62.6	-23.38	150.51	AU	27	0	16.11	62.6
191	Cap Malheureux	71.6	-19.98	57.61	MU	78	75	3.36	71.6
192	Sijunjung	71.66	-0.69	100.95	ID	94	76	1.45	71.66
193	Nortelandia	72.2	-14.45	-56.8	BR	83	0	3.87	72.2
194	Tete	63.38	-16.16	33.59	MZ	76	0	5.37	63.38
195	Gurupi	72.83	-11.73	-49.07	BR	67	0	7.11	72.83
196	Chipata	59.15	-13.64	32.65	ZM	62	0	6.82	59.15
197	Nangomba	66.26	-10.9	38.52	TZ	71	20	4.99	66.26
198	Tual	82.46	-5.67	132.75	ID	99	24	18.86	82.46
199	Ilo	58.07	-17.65	-71.34	PE	100	12	2.46	58.07
200	Flinders	51.8	-34.58	150.85	AU	62	0	23.04	51.8
201	Redcliffe	60.24	51.45	-2.59	GB	100	90	3.36	62.6
202	Bukama	67.7	-9.2	25.85	CD	70	12	4.32	67.7
203	Bloemfontein	39.2	-29.12	26.22	ZA	86	76	1.12	39.2
204	Vallenar	50.06	-28.58	-70.76	CL	81	56	1.34	50.06
205	Ambon	62.6	47.55	-2.56	FR	88	90	3.36	62.6
206	Campina Grande do Sul	59.85	-25.3	-49.05	BR	72	0	4.7	62.6
207	Ruteng	73.01	-8.61	120.46	ID	95	8	3.87	73.01
208	Port Hedland	69.8	-20.31	118.58	AU	37	40	9.17	69.8
209	Vikindu	75.2	-6.98	39.3	TZ	88	75	4.81	75.2
210	Remanso	77.6	-9.62	-42.08	BR	87	12	16.06	77.6
211	Pitimbu	77.0	-7.47	-34.81	BR	78	0	9.17	77.0
212	Bambui	62.75	6.01	10.23	CM	100	88	1.3	62.75
213	Elliot	51.59	-31.33	27.85	ZA	30	20	9.01	51.59
214	Barreiras	68.96	-12.14	-45.0	BR	55	0	6.26	68.96
215	Tarabuco	45.11	-19.18	-64.92	BO	90	12	2.35	45.11
216	Solwezi	58.61	-12.18	26.4	ZM	69	8	4.32	58.61
217	Aitape	82.91	-3.15	142.36	PG	97	36	3.2	82.91
218	Capitao Poco	72.83	-1.75	-47.06	BR	98	76	6.55	72.83
219	Thaba-Tseka	21.8	-29.52	28.61	LS	65	12	4.36	21.8
220	Tapiramuta	66.71	-11.85	-40.79	BR	91	76	10.36	66.71
221	Kajiado	62.6	-1.85	36.79	KE	88	90	3.36	62.6
222	Rundu	64.73	-17.91	19.77	NA	48	24	4.03	64.73
223	Palmares do Sul	66.2	-30.26	-50.51	BR	88	0	1.12	66.2
224	Ilebo	73.91	-4.33	20.59	CD	90	36	1.86	73.91
225	Avera	75.2	33.19	-82.53	US	88	1	12.75	78.8
226	New Norfolk	48.2	-42.78	147.06	AU	57	20	8.05	48.2
227	Chicama	66.2	-7.84	-79.15	PE	82	40	13.87	66.2
228	Soyo	72.65	-6.13	12.37	AO	97	8	4.03	72.65
229	Takaka	47.81	-40.86	172.81	NZ	100	12	2.57	47.81
230	Governador Valadares	59.69	-18.85	-41.95	BR	89	48	4.59	59.69
231	Galesong	77.0	-5.32	119.37	ID	88	20	2.24	77.0
232	Fereydunshahr	50.87	32.94	50.12	IR	52	88	2.24	50.87
233	Pasni	87.68	25.26	63.48	PK	67	0	14.43	87.68
234	Horasan	42.95	40.04	42.16	TR	92	80	2.24	42.95
235	Yashan	66.44	30.81	118.02	CN	100	100	10.51	66.44
236	Castanheira de Pera	60.8	40.0	-8.21	PT	82	75	3.36	60.8
237	Licata	62.57	37.11	13.95	IT	95	12	2.35	62.57
238	Valvedditturai	84.26	9.82	80.17	LK	98	0	20.8	84.26
239	Fushe-Arrez	59.24	42.06	20.02	AL	88	0	3.58	59.24
240	Camara de Lobos	62.6	32.63	-16.97	PT	67	40	12.75	62.6
241	Guerrero Negro	70.13	27.97	-114.04	MX	64	44	11.86	70.13
242	Jieshi	84.44	22.82	115.83	CN	89	20	4.09	84.44
243	Tessalit	85.16	20.2	1.01	ML	21	56	1.34	85.16
244	Haimen	67.16	31.87	121.18	CN	96	100	9.8	67.16
245	Lagdo	84.2	9.06	13.67	CM	74	0	5.37	84.2
246	Yara	76.43	20.27	-76.95	CU	96	32	2.24	76.43
247	El Carrizo	85.25	16.25	-98.03	MX	65	44	5.99	85.25
248	Spring Hill	79.61	28.46	-82.54	US	83	90	3.36	80.6
249	Huaibei	74.81	33.96	116.79	CN	78	8	4.21	74.81
250	Dalbandin	61.58	28.9	64.41	PK	28	0	4.36	61.58
251	Fiche	52.85	9.77	38.74	ET	96	32	2.75	52.85
252	Dourbali	75.44	11.81	15.86	TD	78	0	3.47	75.44
253	Progreso	59.0	-34.68	-56.22	UY	93	90	8.05	59.0
254	Garh Maharaja	76.16	30.83	71.9	PK	53	0	3.02	76.16
255	Kafanchan	67.61	9.58	8.3	NG	94	48	2.8	67.61
256	Taybad	57.98	34.74	60.78	IR	38	0	6.26	57.98
257	Akhisar	61.22	38.92	27.84	TR	64	80	6.22	61.22
258	Dicabisagan	83.9	17.08	122.42	PH	93	44	2.57	83.9
259	Leona Vicario	83.37	20.99	-87.21	MX	88	90	12.75	84.2
260	Adiake	78.8	5.29	-3.3	CI	94	20	2.24	78.8
261	Pyapon	79.13	16.29	95.68	MM	100	92	8.9	79.13
262	Mirzapur	85.43	25.15	82.57	IN	51	44	10.74	85.43
263	Kandi	80.66	11.13	2.93	BJ	71	0	8.05	80.66
264	Porto-Vecchio	66.22	41.59	9.28	FR	88	0	11.41	68.0
265	Paralimni	58.43	40.99	23.67	GR	88	12	2.08	58.43
266	Nurota	53.6	40.56	65.69	UZ	37	75	6.93	53.6
267	Graham	80.19	36.07	-79.4	US	78	1	6.93	82.4
268	Chiusi	60.41	43.02	11.95	IT	95	0	2.53	60.41
269	Punta Umbria	62.21	37.18	-6.97	ES	84	0	10.8	62.21
270	Akhmeta	51.8	42.03	45.21	GE	93	0	2.24	51.8
271	Gbarnga	75.98	7.0	-9.47	LR	82	88	8.84	75.98
272	Luba	81.2	17.32	120.7	PH	84	0	3.87	81.2
273	Kollam	80.6	8.88	76.6	IN	88	20	3.36	80.6
274	Rock Sound	80.3	24.9	-76.2	BS	97	44	14.32	80.3
275	Vicksburg	91.4	32.35	-90.88	US	55	0	5.82	91.4
276	Svobody	51.8	44.02	43.07	RU	87	32	2.24	51.8
277	Palimbang	82.44	14.9	120.78	PH	74	75	2.24	84.2
278	Caohai	53.57	26.87	104.28	CN	100	92	3.24	53.57
279	Gulu	65.0	2.77	32.3	UG	96	80	2.19	65.0
280	Loa Janan	77.6	-0.58	117.09	ID	94	92	2.75	77.6
281	Gagnoa	73.64	6.13	-5.95	CI	95	48	4.09	73.64
282	Nizwa	79.58	22.93	57.53	OM	35	0	4.21	79.58
283	Palaikastron	72.2	35.2	26.25	GR	91	0	21.43	72.2
284	Nur	62.48	52.67	22.32	PL	71	0	2.86	62.48
285	Goose Creek	82.71	38.32	-85.65	US	74	40	9.17	84.2
286	Riverton	71.31	43.02	-108.38	US	25	1	5.1	77.0
287	La Poza	104.0	29.19	-110.62	MX	13	5	11.41	104.0
288	Chambersburg	76.41	39.94	-77.66	US	83	90	8.05	78.8
289	Qandala	75.53	11.47	49.87	SO	82	12	2.35	75.53
290	Gberia Fotombu	72.2	9.88	-11.17	SL	96	100	2.19	72.2
291	Tibati	67.16	6.47	12.63	CM	94	36	2.98	67.16
292	Scottsboro	81.5	34.67	-86.03	US	74	20	8.05	82.4
293	Dwarka	84.2	28.58	77.04	IN	51	20	5.82	84.2
294	Singarayakonda	80.75	15.25	80.02	IN	78	0	3.76	80.75
295	Blenheim	49.07	-41.52	173.96	NZ	100	0	3.76	49.07
296	Olean	76.59	42.08	-78.43	US	60	40	16.11	78.8
297	Hope Mills	82.09	34.97	-78.95	US	69	75	13.87	86.0
298	Changping	69.8	40.22	116.23	CN	52	0	2.24	69.8
299	Dingli	69.8	35.86	14.38	MT	94	20	8.05	69.8
300	Laredo	100.99	27.51	-99.51	US	33	1	18.34	102.2
301	Bonthe	78.68	7.53	-12.5	SL	91	20	3.31	78.68
302	Agua Verde	87.8	22.89	-105.97	MX	55	5	6.93	87.8
303	Rupert	71.42	42.62	-113.68	US	46	1	11.41	73.4
304	Chaiyaphum	78.41	15.81	102.03	TH	90	56	4.03	78.41
305	Saint Pete Beach	80.1	27.73	-82.74	US	100	90	8.05	80.6
306	Biltine	69.68	14.53	20.93	TD	60	0	2.8	69.68
307	Boysun	50.33	38.2	67.2	UZ	53	80	1.68	50.33
308	Gallipoli	69.84	40.06	18.0	IT	94	0	4.7	71.6
309	Cabra	58.87	37.47	-4.43	ES	67	0	5.82	62.6
310	Mogok	66.17	22.92	96.51	MM	99	92	1.07	66.17
311	Fort Pierce	75.65	27.45	-80.33	US	94	1	8.84	77.0
312	Colorado Springs	66.2	38.83	-104.83	US	55	75	11.41	82.4
313	Teluk Intan	77.0	4.02	101.03	MY	94	75	1.12	77.0
314	Clearwater	79.93	27.97	-82.8	US	100	90	8.05	80.6
315	Salgar	68.0	5.96	-75.98	CO	82	75	1.34	68.0
316	Port-Gentil	78.8	-0.72	8.78	GA	88	40	6.93	78.8
317	Nowshera	66.08	34.02	71.98	PK	60	0	2.75	66.08
318	Carupano	78.59	10.67	-63.26	VE	89	36	11.25	78.59
319	Laurel	78.8	45.67	-108.77	US	29	75	10.29	78.8
320	Takab	44.21	36.4	47.11	IR	76	32	2.01	44.21
321	Cabo Rojo	69.8	18.09	-67.15	PR	94	75	10.29	69.8
322	Mendi	58.34	9.8	35.1	ET	95	24	2.19	58.34
323	Milos	69.8	36.75	24.43	GR	73	0	13.87	69.8
324	Mestia	34.49	43.04	42.73	GE	93	24	0.45	34.49
325	Mfou	71.6	3.72	11.64	CM	94	75	2.68	71.6
326	Oyo	74.09	7.84	3.93	NG	96	44	6.38	74.09
327	Johnstown	73.0	40.33	-78.92	US	88	90	8.05	75.2
328	Yarmouth	59.58	50.71	-1.5	GB	93	90	3.53	60.8
329	Bullhead City	97.27	35.15	-114.57	US	12	5	18.34	100.4
330	Bati	67.52	11.19	40.02	ET	71	20	4.76	67.52
331	Icod de los Vinos	62.85	28.37	-16.71	ES	72	20	14.99	66.2
332	Sangin	57.35	32.07	64.85	AF	47	0	3.2	57.35
333	Isla Vista	63.03	34.41	-119.86	US	72	90	8.05	64.4
334	Yanggu	77.87	25.39	116.32	CN	88	32	2.75	77.87
335	Lenger	51.8	42.18	69.89	KZ	57	0	2.24	51.8
336	Wageningen	64.85	51.98	5.66	NL	88	90	1.12	68.0
337	Yaring	77.78	6.87	101.37	TH	93	36	3.47	77.78
338	Buenavista	76.62	4.36	-75.74	CO	78	75	5.82	78.8
339	Esfarayen	60.8	37.08	57.51	IR	67	12	2.01	60.8
340	San Miguel	57.79	-34.54	-58.72	AR	76	20	6.93	59.0
341	Drexel Heights	99.19	32.14	-111.03	US	3	1	14.99	100.4
342	Bitung	78.8	1.44	125.19	ID	88	20	3.36	78.8
343	Marsassoum	77.0	12.83	-15.98	SN	83	0	6.93	77.0
344	Kindia	71.21	10.05	-12.86	GN	96	80	3.02	71.21
345	Marigot	81.02	18.23	-72.32	HT	96	32	15.32	81.02
346	Topolobampo	89.6	25.6	-109.05	MX	29	40	16.11	89.6
347	Mau	85.43	25.94	83.57	IN	63	0	12.08	85.43
348	Kingman	96.28	35.19	-114.05	US	9	1	21.92	100.4
349	San Luis	47.9	-33.3	-66.34	AR	68	100	12.64	47.9
350	Niksic	69.24	42.77	18.95	ME	93	0	1.12	73.4
351	Mithi	79.76	24.74	69.8	PK	80	0	9.57	79.76
352	Artyom	55.4	43.36	132.19	RU	100	75	2.24	55.4
353	Anuchino	57.62	43.97	133.06	RU	96	76	2.57	57.62
354	Jeremie	81.47	18.65	-74.12	HT	87	32	3.8	81.47
355	Ewa Beach	83.25	21.32	-158.01	US	48	20	13.87	86.0
356	Izumo	68.0	35.37	132.75	JP	88	75	12.75	68.0
357	Sasaram	85.7	24.95	84.01	IN	68	20	10.63	85.7
358	Liverpool	59.0	53.41	-2.98	GB	100	75	2.24	59.0
359	Limon	57.2	39.26	-103.69	US	71	75	5.82	57.2
360	Shetpe	47.18	44.14	52.16	KZ	32	0	3.2	47.18
361	Kolda	79.31	12.89	-14.94	SN	82	12	9.35	79.31
362	Bani Walid	70.94	31.76	14.0	LY	54	32	4.81	70.94
363	Galyugayevskaya	52.94	43.7	44.93	RU	99	0	3.09	52.94
364	Shingu	68.0	33.72	135.99	JP	88	75	4.7	68.0
365	Varkkallai	80.6	8.73	76.71	IN	88	20	3.36	80.6
366	Tamiahua	84.44	21.28	-97.45	MX	86	0	12.15	84.44
367	Tonk	77.33	26.16	75.79	IN	72	0	2.19	77.33
368	Starkville	73.87	33.45	-88.82	US	78	1	6.93	77.0
369	Adzope	74.9	6.11	-3.86	CI	94	44	5.7	74.9
370	Santa Isabel	78.8	4.71	-75.1	CO	69	40	6.93	78.8
371	Fukagawa	63.63	43.72	142.05	JP	82	75	2.24	64.4
372	Panaba	84.26	21.28	-88.27	MX	73	20	8.39	84.26
373	Tignere	65.45	7.37	12.65	CM	94	24	2.01	65.45
374	Boende	71.66	-0.28	20.88	CD	97	20	2.19	71.66
375	Cuenca	45.11	40.07	-2.13	ES	87	24	2.68	45.11
376	Dengzhou	67.25	32.69	112.08	CN	85	68	8.01	67.25
377	Barhi	80.66	24.31	85.42	IN	83	68	7.56	80.66
378	Butajira	46.91	8.12	38.38	ET	94	48	3.31	46.91
379	Simbahan	82.91	6.3	120.58	PH	100	48	5.59	82.91
380	Rexburg	54.25	43.82	-111.79	US	81	90	3.36	55.4
381	Dodola	78.5	10.12	-3.28	BF	89	32	5.88	78.5
382	Girona	57.2	41.98	2.82	ES	100	20	3.36	57.2
